58,0000	0,006	0,006	0,006
59,0000	0,005	0,005	0,005
60,0000	0,005	0,005	0,005
61,0000	0,005	0,005	0,005
62,0000	0,004	0,004	0,004
63,0000	0,004	0,004	0,004
64,0000	0,004	0,004	0,004
65,0000	0,005	0,005	0,005
66,0000	0,003	0,003	0,003
67,0000	0,003	0,003	0,003
68,0000	0,003	0,003	0,003
69,0000	0,003	0,003	0,003
70,0000	0,003	0,003	0,003
71,0000	0,003	0,003	0,003
72,0000	0,003	0,003	0,003
73,0000	0,003	0,003	0,003
74,0000	0,003	0,003	0,003
75,0000	0,003	0,003	0,003
76,0000	0,003	0,003	0,003
77,0000	0,003	0,003	0,003
78,0000	0,003	0,003	0,003
79,0000	0,003	0,003	0,003
80,0000	0,003	0,003	0,003
81,0000	0,005	0,005	0,005
82,0000	0,004	0,004	0,004
83,0000	0,004	0,004	0,004
84,0000	0,004	0,004	0,004
85,0000	0,004	0,004	0,004
86,0000	0,007	0,007	0,007
87,0000	0,006	0,006	0,006
88,0000	0,002	0,002	0,002
89,0000	0,002	0,002	0,002
90,0000	0,002	0,002	0,002
91,0000	0,002	0,002	0,002
92,0000	0,001	0,001	0,001
93,0000	0,001	0,001	0,001
94,0000	0,001	0,001	0,001
95,0000	0,001	0,001	0,001
96,0000	0,001	0,001	0,001
97,0000	0,001	0,001	0,001
98,0000	0,001	0,001	0,001
99,0000	0,001	0,001	0,001
100,0000	0,009	0,009	0,009
101,0000	0,008	0,008	0,008
102,0000	0,007	0,007	0,007
103,0000	0,006	0,006	0,006
104,0000	0,003	0,003	0,003
105,0000	0,003	0,003	0,003
106,0000	0,004	0,004	0,004
107,0000	0,003	0,003	0,003
108,0000	0,003	0,003	0,003
109,0000	0,003	0,003	0,003
110,0000	0,003	0,003	0,003
111,0000	0,003	0,003	0,003
112,0000	0,003	0,003	0,003
113,0000	0,002	0,002	0,002
114,0000	0,003	0,003	0,003
115,0000	0,002	0,002	0,002
116,0000	0,003	0,003	0,003
117,0000	0,003	0,003	0,003
118,0000	0,002	0,002	0,002
119,0000	0,002	0,002	0,002
120,0000	0,003	0,003	0,003
121,0000	0,003	0,003	0,003
122,0000	0,002	0,002	0,002
123,0000	0,002	0,002	0,002
124,0000	0,006	0,006	0,006
125,0000	0,004	0,004	0,004
126,0000	0,004	0,004	0,004
127,0000	0,004	0,004	0,004
128,0000	0,003	0,003	0,003
129,0000	0,003	0,003	0,003
130,0000	0,003	0,003	0,003
131,0000	0,003	0,003	0,003
132,0000	0,003	0,003	0,003
133,0000	0,003	0,003	0,003
134,0000	0,003	0,003	0,003
135,0000	0,003	0,003	0,003
136,0000	0,003	0,003	0,003
137,0000	0,003	0,003	0,003
138,0000	0,003	0,003	0,003
139,0000	0,003	0,003	0,003
140,0000	0,003	0,003	0,003
141,0000	0,003	0,003	0,003
142,0000	0,003	0,003	0,003
143,0000	0,003	0,003	0,003
144,0000	0,003	0,003	0,003
145,0000	0,002	0,002	0,002
146,0000	0,003	0,003	0,003
147,0000	0,003	0,003	0,003
148,0000	0,002	0,002	0,002
149,0000	0,003	0,003	0,003
150,0000	0,003	0,003	0,003
151,0000	0,003	0,003	0,003
152,0000	0,002	0,002	0,002
153,0000	0,002	0,002	0,002
154,0000	0,002	0,002	0,002
155,0000	0,002	0,002	0,002
156,0000	0,002	0,002	0,002
157,0000	0,002	0,002	0,002
158,0000	0,002	0,002	0,002
159,0000	0,016	0,016	0,016
160,0000	0,016	0,016	0,016
161,0000	0,008	0,008	0,008
162,0000	0,007	0,007	0,007
163,0000	0,007	0,007	0,007
164,0000	0,006	0,006	0,006
165,0000	0,006	0,006	0,006
166,0000	0,006	0,006	0,006
167,0000	0,005	0,005	0,005
168,0000	0,005	0,005	0,005
169,0000	0,005	0,005	0,005
170,0000	0,005	0,005	0,005
171,0000	0,005	0,005	0,005
172,0000	0,005	0,005	0,005
173,0000	0,005	0,005	0,005
174,0000	0,005	0,005	0,005
175,0000	0,006	0,006	0,006
176,0000	0,005	0,005	0,005
177,0000	0,005	0,005	0,005
178,0000	0,005	0,005	0,005
179,0000	0,004	0,004	0,004
180,0000	0,004	0,004	0,004
181,0000	0,004	0,004	0,004
182,0000	0,005	0,005	0,005
183,0000	0,005	0,005	0,005
184,0000	0,005	0,005	0,005
185,0000	0,004	0,004	0,004
186,0000	0,004	0,004	0,004
187,0000	0,004	0,004	0,004
188,0000	0,005	0,005	0,005
189,0000	0,005	0,005	0,005
190,0000	0,004	0,004	0,004
191,0000	0,005	0,005	0,005
192,0000	0,004	0,004	0,004
193,0000	0,005	0,005	0,005
194,0000	0,005	0,005	0,005
195,0000	0,005	0,005	0,005
196,0000	0,005	0,005	0,005
197,0000	0,004	0,004	0,004
198,0000	0,005	0,005	0,005
199,0000	0,005	0,005	0,005
200,0000	0,005	0,005	0,005
201,0000	0,005	0,005	0,005
202,0000	0,005	0,005	0,005
203,0000	0,005	0,005	0,005
204,0000	0,005	0,005	0,005
205,0000	0,006	0,006	0,006
206,0000	0,006	0,006	0,006
207,0000	0,006	0,006	0,006
208,0000	0,008	0,008	0,008
209,0000	0,007	0,007	0,007
210,0000	0,007	0,007	0,007
211,0000	0,007	0,007	0,007
212,0000	0,008	0,008	0,008
213,0000	0,007	0,007	0,007
214,0000	0,009	0,009	0,009
215,0000	0,012	0,012	0,012
216,0000	0,006	0,006	0,006
217,0000	0,007	0,007	0,007
218,0000	0,007	0,007	0,007
219,0000	0,007	0,007	0,007
220,0000	0,008	0,008	0,008
221,0000	0,008	0,008	0,008
222,0000	0,009	0,009	0,009
223,0000	0,014	0,014	0,014
224,0000	0,021	0,021	0,021
225,0000	0,004	0,004	0,004
226,0000	0,004	0,004	0,004
227,0000	0,004	0,004	0,004
228,0000	0,005	0,005	0,005
229,0000	0,017	0,017	0,017
230,0000	0,013	0,013	0,013
231,0000	0,011	0,011	0,011
232,0000	0,009	0,009	0,009
233,0000	0,010	0,010	0,010
234,0000	0,010	0,010	0,010
235,0000	0,011	0,011	0,011
236,0000	0,014	0,014	0,014
237,0000	0,016	0,016	0,016
238,0000	0,020	0,020	0,020
239,0000	0,047	0,047	0,047
240,0000	0,000	0,000	0,000
241,0000	0,000	0,000	0,000
242,0000	0,000	0,000	0,000
243,0000	0,000	0,000	0,000
244,0000	0,000	0,000	0,000
245,0000	0,000	0,000	0,000
246,0000	0,000	0,000	0,000
247,0000	0,000	0,000	0,000
248,0000	0,000	0,000	0,000
249,0000	0,000	0,000	0,000
250,0000	0,000	0,000	0,000
251,0000	0,000	0,000	0,000
252,0000	0,000	0,000	0,000
253,0000	0,000	0,000	0,000
254,0000	0,000	0,000	0,000
255,0000	0,000	0,000	0,000
