0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;0
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;1
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;2
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;3
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;4
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;5
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;6
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;7
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;8
0,393281;0,393281;0,393281;0,393281;0,393281;0,008378;0,008378;0,008378;0,008378;-1,999917;9
0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;Bias
