0,073805;0,088324;0,035088;0,056261;0,062916;0,032668;0,087719;0,067756;0,067756;0,104053;0,087719;0,000000;0,000000;0,000605;0,125832;0,087719;M
0,050354;0,066876;0,170732;0,044060;0,007868;0,056648;0,068450;0,043273;0,046420;0,061369;0,144768;0,068450;0,007081;0,029111;0,075531;0,047207;N
0,063025;0,063025;0,061345;0,059664;0,060504;0,067227;0,065546;0,057983;0,055462;0,059664;0,061345;0,057143;0,056303;0,063866;0,068067;0,061345;O
0,062429;0,044268;0,037457;0,028377;0,110102;0,144154;0,049943;0,034052;0,029512;0,040863;0,080590;0,066969;0,054484;0,060159;0,069240;0,068104;P
0,030556;0,041667;0,187963;0,006481;0,015741;0,119444;0,071296;0,050000;0,040741;0,043519;0,083333;0,062037;0,051852;0,061111;0,067593;0,057407;R
0,056019;0,101311;0,110846;0,083433;0,084625;0,071514;0,003576;0,002384;0,017878;0,073897;0,134684;0,094160;0,087008;0,059595;0,007151;0,010727;S
0,007704;0,003082;0,013867;0,146379;0,238829;0,013867;0,007704;0,001541;0,004622;0,018490;0,110940;0,115562;0,127889;0,100154;0,086287;0,003082;T
0,064064;0,063063;0,067067;0,064064;0,062062;0,070070;0,068068;0,054054;0,054054;0,068068;0,112112;0,001001;0,000000;0,066066;0,105105;0,064064;U
0,042874;0,038239;0,056779;0,112399;0,127462;0,057937;0,035921;0,035921;0,039397;0,081112;0,137891;0,000000;0,000000;0,009270;0,149479;0,063731;V
0,028818;0,018732;0,028818;0,128242;0,188761;0,027378;0,023055;0,018732;0,028818;0,070605;0,178674;0,000000;0,000000;0,046110;0,161383;0,047550;Y
0,007026;0,001171;0,060890;0,083138;0,101874;0,217799;0,029274;0,003513;0,003513;0,002342;0,030445;0,085480;0,092506;0,216628;0,057377;0,007026;Z
0,059873;0,058599;0,092994;0,040764;0,052229;0,063694;0,072611;0,070064;0,042038;0,019108;0,050955;0,063694;0,072611;0,077707;0,084076;0,067516;a
0,060060;0,065065;0,070070;0,063063;0,049049;0,102102;0,053053;0,036036;0,031031;0,046046;0,106106;0,127127;0,034034;0,042042;0,048048;0,052052;b
0,000000;0,028623;0,093023;0,094812;0,096601;0,084079;0,060823;0,046512;0,041145;0,053667;0,071556;0,085868;0,089445;0,091234;0,062612;0,000000;c
0,038345;0,046418;0,098890;0,057518;0,056509;0,070636;0,067608;0,055499;0,051463;0,049445;0,045409;0,036327;0,039354;0,171544;0,069627;0,037336;d
0,065675;0,007435;0,065675;0,061958;0,058240;0,063197;0,068154;0,066914;0,073110;0,064436;0,057001;0,052045;0,057001;0,058240;0,066914;0,090458;e
0,004894;0,001631;0,008157;0,094617;0,274062;0,024470;0,013051;0,003263;0,019576;0,055465;0,029364;0,083197;0,194127;0,096248;0,044046;0,053834;f
0,000000;0,056738;0,100177;0,070035;0,071809;0,110816;0,054078;0,029255;0,024823;0,042553;0,085993;0,068262;0,063830;0,125000;0,078901;0,017730;g
0,061321;0,074292;0,086085;0,000000;0,033019;0,125000;0,051887;0,035377;0,030660;0,049528;0,101415;0,148585;0,030660;0,042453;0,054245;0,058962;h
0,018470;0,010554;0,036939;0,248021;0,211082;0,010554;0,007916;0,000000;0,005277;0,002639;0,007916;0,058047;0,298153;0,055409;0,018470;0,010554;i
0,013333;0,007619;0,026667;0,169524;0,293333;0,009524;0,005714;0,000000;0,003810;0,001905;0,005714;0,045714;0,356190;0,040000;0,013333;0,007619;j
0,015644;0,013237;0,216606;0,031288;0,090253;0,099880;0,040915;0,022864;0,022864;0,031288;0,061372;0,193742;0,000000;0,000000;0,117930;0,040915;k
0,011086;0,004435;0,019956;0,175166;0,257206;0,019956;0,011086;0,002217;0,006652;0,006652;0,013304;0,104213;0,325942;0,028825;0,008869;0,004435;l
0,080560;0,091944;0,012259;0,072680;0,060420;0,003503;0,084939;0,068301;0,065674;0,088441;0,044658;0,061296;0,035902;0,045534;0,085814;0,076182;m
0,058488;0,074180;0,087019;0,000000;0,000000;0,106990;0,082739;0,054208;0,049929;0,068474;0,101284;0,044223;0,055635;0,067047;0,069900;0,065621;n
0,063512;0,062267;0,062267;0,059776;0,058531;0,064757;0,067248;0,058531;0,058531;0,062267;0,061021;0,056040;0,057285;0,061021;0,067248;0,063512;o
0,058282;0,052147;0,050102;0,041922;0,066462;0,155419;0,056237;0,036810;0,031697;0,044990;0,086912;0,056237;0,055215;0,064417;0,068507;0,059305;p
0,002358;0,000000;0,000000;0,000000;0,313679;0,077830;0,035377;0,014151;0,021226;0,028302;0,049528;0,134434;0,080189;0,148585;0,094340;0,000000;r
0,066308;0,103943;0,107527;0,082437;0,082437;0,071685;0,005376;0,001792;0,025090;0,069892;0,116487;0,086022;0,087814;0,071685;0,007168;0,014337;s
0,005236;0,001745;0,040140;0,190227;0,171030;0,026178;0,013962;0,003490;0,008726;0,008726;0,071553;0,143106;0,191972;0,078534;0,043630;0,001745;t
0,059310;0,078621;0,091034;0,048276;0,056552;0,067586;0,070345;0,056552;0,052414;0,070345;0,113103;0,006897;0,000000;0,060690;0,095172;0,059310;u
0,044046;0,037520;0,058728;0,109299;0,112561;0,060359;0,039152;0,034258;0,042414;0,086460;0,137031;0,000000;0,000000;0,016313;0,146819;0,065253;v
0,032564;0,024423;0,040706;0,101764;0,204885;0,036635;0,024423;0,018996;0,028494;0,055631;0,172320;0,014925;0,000000;0,071913;0,122117;0,044776;y
0,010327;0,001721;0,075731;0,087780;0,117040;0,184165;0,032702;0,003442;0,005164;0,001721;0,024096;0,091222;0,096386;0,189329;0,068847;0,010327;z
