0,154653;0,048218;0,000763;0,009816;0,034292;0,000285;0,000000;0,000000;0,000000;0,010529;0,008352;0,019552;0,072581;0,354014;0,025096;0,000000;0,008596;0,055522;0,000000;0,000000;0,000000;0,000682;0,047567;0,004679;0,000000;0,043701;0,101105;0
0,186483;0,038523;0,000081;0,005320;0,030141;0,000295;0,000000;0,000051;0,000468;0,025136;0,001434;0,000234;0,027150;0,363576;0,078257;0,000000;0,019531;0,025736;0,000000;0,000000;0,000000;0,000010;0,039714;0,004598;0,000000;0,047496;0,105764;1
0,229268;0,042379;0,000000;0,009288;0,031321;0,000000;0,000000;0,000000;0,000000;0,008097;0,010498;0,000051;0,011576;0,424062;0,017405;0,000000;0,004232;0,017680;0,000000;0,000000;0,000000;0,000000;0,015208;0,002838;0,000000;0,004049;0,172048;2
0,203094;0,026499;0,000000;0,005066;0,014679;0,000844;0,000000;0,000000;0,000020;0,002675;0,003225;0,000000;0,004272;0,476095;0,038717;0,000000;0,001729;0,016907;0,000000;0,000000;0,000000;0,000000;0,003255;0,010345;0,000000;0,007721;0,184855;3
0,280558;0,006521;0,000000;0,033681;0,027710;0,000000;0,000000;0,000000;0,000000;0,007477;0,013316;0,000000;0,005422;0,398244;0,002848;0,000000;0,008840;0,006856;0,000000;0,000000;0,000000;0,000000;0,000844;0,000407;0,000000;0,002594;0,204681;4
0,183044;0,060496;0,000224;0,008270;0,021515;0,000092;0,000000;0,000000;0,000000;0,005544;0,008881;0,000102;0,020447;0,445190;0,050446;0,000000;0,004079;0,016479;0,000000;0,000000;0,000000;0,000000;0,003815;0,006419;0,000000;0,011322;0,153636;5
0,196940;0,066854;0,000000;0,009694;0,039398;0,000102;0,000000;0,000020;0,000000;0,029175;0,011973;0,000071;0,031057;0,402496;0,024414;0,000000;0,007334;0,020467;0,000000;0,000000;0,000000;0,004079;0,014476;0,005280;0,000000;0,007751;0,128418;6
0,211558;0,063985;0,000163;0,016083;0,038025;0,001180;0,000000;0,000000;0,000254;0,006531;0,022288;0,003967;0,041595;0,356405;0,060750;0,000000;0,000977;0,013702;0,000000;0,000000;0,000000;0,000000;0,005320;0,001811;0,000000;0,015554;0,139852;7
0,166189;0,072428;0,000102;0,026449;0,010610;0,000366;0,000000;0,000010;0,000214;0,002309;0,014547;0,001383;0,060994;0,441671;0,052765;0,000000;0,010335;0,008779;0,000000;0,000000;0,000000;0,000000;0,003143;0,004008;0,000000;0,012472;0,111226;8
0,206380;0,039693;0,003947;0,003815;0,017293;0,000041;0,000000;0,000000;0,000000;0,007019;0,003194;0,006104;0,038045;0,458394;0,033417;0,000000;0,017059;0,015513;0,000000;0,000000;0,000000;0,000000;0,009369;0,006500;0,000000;0,005564;0,128652;9
0,161112;0,060099;0,000193;0,002604;0,049245;0,002757;0,000000;0,000000;0,001149;0,015635;0,008423;0,001038;0,037170;0,343882;0,082469;0,000000;0,002686;0,022268;0,000000;0,000000;0,000000;0,000000;0,005544;0,001973;0,000000;0,023193;0,178558;10
0,154948;0,056844;0,000234;0,032064;0,044037;0,000010;0,000000;0,000000;0,000000;0,016408;0,016785;0,001495;0,021240;0,396118;0,039164;0,000000;0,021037;0,019979;0,000000;0,000000;0,000000;0,001963;0,009827;0,003855;0,000010;0,014313;0,149668;11
0,208628;0,075368;0,000122;0,018046;0,024831;0,001078;0,000000;0,000000;0,000071;0,008820;0,014709;0,006439;0,031342;0,362569;0,062022;0,000000;0,009501;0,020823;0,000000;0,000000;0,000000;0,000000;0,005839;0,002441;0,000000;0,013438;0,133911;12
0,217590;0,038737;0,000020;0,022736;0,044139;0,000183;0,000000;0,000041;0,000081;0,023193;0,012370;0,000102;0,019002;0,391347;0,029226;0,000000;0,004710;0,040833;0,000000;0,000000;0,000000;0,000305;0,014608;0,001912;0,000000;0,014720;0,124146;13
0,199219;0,006755;0,000000;0,011251;0,018382;0,000000;0,000000;0,000000;0,000000;0,004639;0,015645;0,000000;0,001394;0,356934;0,000549;0,000000;0,079081;0,085103;0,000000;0,000000;0,000000;0,000000;0,037364;0,083272;0,000000;0,000692;0,099721;14
0,222900;0,077759;0,000031;0,010325;0,036713;0,002736;0,000000;0,000000;0,000783;0,004466;0,007436;0,000621;0,021352;0,294037;0,052429;0,000000;0,002828;0,062520;0,000000;0,000000;0,000000;0,000000;0,024272;0,000773;0,000000;0,050385;0,127635;15
0,207041;0,078206;0,000000;0,002604;0,007467;0,000000;0,000000;0,000000;0,000000;0,006246;0,033081;0,000000;0,012583;0,428243;0,029338;0,000000;0,008464;0,014181;0,000000;0,000000;0,000000;0,000000;0,006724;0,004537;0,000000;0,012614;0,148671;16
0,239024;0,031718;0,000000;0,002309;0,049225;0,000000;0,000000;0,000000;0,000000;0,027486;0,025686;0,005798;0,004730;0,404846;0,060862;0,000000;0,007131;0,023804;0,000000;0,000000;0,000000;0,000000;0,003723;0,001099;0,000000;0,005259;0,107300;17
0,284078;0,050730;0,000000;0,015279;0,044688;0,000000;0,000000;0,000000;0,000000;0,006551;0,015055;0,048747;0,012085;0,320313;0,027883;0,000000;0,003916;0,017242;0,000000;0,000000;0,000000;0,000000;0,013214;0,000498;0,000000;0,023966;0,115753;18
0,188914;0,030833;0,000122;0,017507;0,009755;0,000000;0,000000;0,000000;0,000000;0,008738;0,012624;0,000468;0,027140;0,438853;0,058197;0,000000;0,000488;0,058706;0,000000;0,000000;0,000000;0,000000;0,021362;0,005219;0,000000;0,013184;0,107890;19
0,231506;0,036967;0,000000;0,002899;0,008606;0,000000;0,000000;0,000000;0,000000;0,003550;0,004567;0,000000;0,018005;0,424611;0,049795;0,000000;0,007528;0,008738;0,000000;0,000000;0,000000;0,000000;0,003682;0,009165;0,000000;0,023315;0,167063;20
0,216899;0,042725;0,000000;0,002391;0,015442;0,000000;0,000000;0,000000;0,000000;0,005585;0,007802;0,000356;0,016205;0,413432;0,063914;0,000000;0,002309;0,006022;0,000000;0,000000;0,000000;0,000000;0,002716;0,008921;0,000000;0,001862;0,193420;21
0,211914;0,040110;0,000000;0,003357;0,016724;0,000000;0,000000;0,000000;0,000000;0,007894;0,005503;0,000275;0,022054;0,420573;0,046794;0,000000;0,008931;0,015015;0,000000;0,000000;0,000000;0,000041;0,018799;0,001628;0,000000;0,020915;0,159475;22
0,236582;0,029073;0,000000;0,001780;0,010600;0,000000;0,000000;0,000000;0,000000;0,005839;0,003489;0,000000;0,012482;0,441386;0,023305;0,000000;0,001729;0,014862;0,000000;0,000000;0,000000;0,000000;0,003153;0,003601;0,000000;0,003764;0,208354;23
0,293742;0,036550;0,000000;0,002319;0,012573;0,000000;0,000000;0,000000;0,000000;0,004466;0,004466;0,000000;0,008636;0,380798;0,041321;0,000000;0,001658;0,006093;0,000000;0,000000;0,000000;0,000000;0,005168;0,005066;0,000000;0,008321;0,188822;24
0,193278;0,050161;0,000010;0,005544;0,012054;0,000000;0,000000;0,000000;0,000000;0,005961;0,013499;0,000020;0,026489;0,423167;0,034576;0,000000;0,021942;0,014720;0,000000;0,000000;0,000000;0,000000;0,013713;0,011759;0,000000;0,013102;0,160004;25
0,172180;0,065806;0,001994;0,004008;0,035889;0,000010;0,000000;0,000000;0,000000;0,041575;0,009959;0,007894;0,021739;0,363536;0,055247;0,000000;0,011220;0,009176;0,000000;0,000000;0,000000;0,000000;0,002665;0,010091;0,000000;0,014547;0,172465;26
0,219045;0,020894;0,000000;0,003255;0,011943;0,000000;0,000000;0,000000;0,000000;0,003082;0,001383;0,000000;0,009155;0,467153;0,071788;0,000000;0,002289;0,015198;0,000000;0,000000;0,000000;0,000000;0,003632;0,002401;0,000000;0,023031;0,145752;27
0,230703;0,017446;0,000000;0,012146;0,020762;0,000000;0,000000;0,000000;0,000000;0,001862;0,003398;0,000000;0,001760;0,458984;0,024231;0,000000;0,015554;0,024180;0,000000;0,000000;0,000000;0,000000;0,000356;0,000132;0,000000;0,000336;0,188151;28
